flags: --input-epsilon=0 --output-epsilon=0 --output-epsilon-relative=0 --max-iters=0
timeout: 30
mode: MIN
abs_tol: 1e-12
rel_tol: 0.01

File	AnswerLow	AnswerHigh	Elapsed
benchmarks/dop_format/classical_tests/ackley_01.dop	0.3789409600766098	0.3789409600766101	30.53464102745056
benchmarks/dop_format/classical_tests/ackley_02.dop	0.3789409600638523	0.3789409600766101	30.83156394958496
benchmarks/dop_format/classical_tests/ackley_03.dop	0.378940958444488	0.37894096007661154	30.523524284362793
benchmarks/dop_format/classical_tests/ackley_04.dop	0.37893684300091374	0.37894118153631534	30.694395303726196
benchmarks/dop_format/classical_tests/ackley_05.dop	0.37894089809543247	0.3789409601080345	30.554403066635132
benchmarks/dop_format/classical_tests/ackley_06.dop	0.3789407692005917	0.3789409608015736	30.897338390350342
benchmarks/dop_format/classical_tests/ackley_07.dop	0.37836383188673656	0.38195287370830766	31.0932514667511
benchmarks/dop_format/classical_tests/ackley_08.dop	0.37836383188673656	0.3810283998642893	37.813478231430054
benchmarks/dop_format/classical_tests/ackley_09.dop	0.37836383188673656	0.38997456513596895	31.67527151107788
benchmarks/dop_format/classical_tests/ackley_10.dop	0.37836383188673656	0.3989288275727984	40.13629198074341
benchmarks/dop_format/classical_tests/beale_2.dop	0.0	0.0	0.28546929359436035
benchmarks/dop_format/classical_tests/branin_2.dop	0.39788735772973816	0.39788735772974176	33.46086001396179
benchmarks/dop_format/classical_tests/bukin6_2.dop	0.0	1.4901161193847656e-06	30.60470223426819
benchmarks/dop_format/classical_tests/camel3_2.dop	-2047.9166666666679	-2047.9166666666663	0.993474006652832
benchmarks/dop_format/classical_tests/camel6_2.dop	-1.0316913787584467	-1.0316284534884312	30.618762731552124
benchmarks/dop_format/classical_tests/colville_4.dop	-1.774839990334071e-17	0.0	30.998764276504517
benchmarks/dop_format/classical_tests/cross_in_tray_2.dop	9.999999999999999e-05	0.0015283001396530127	30.539448499679565
benchmarks/dop_format/classical_tests/dixon_price_07.dop	0.0	3.821045009664276e-31	11.3382089138031
benchmarks/dop_format/classical_tests/dixon_price_08.dop	0.0	4.806600160704585e-15	30.52518367767334
benchmarks/dop_format/classical_tests/dixon_price_09.dop	0.0	2.3732866601895468e-05	30.832411289215088
benchmarks/dop_format/classical_tests/dixon_price_10.dop	0.0	0.02862548828125	31.09613037109375
benchmarks/dop_format/classical_tests/drop_wave_2.dop	0.0	6.487664004357684e-18	35.130245208740234
benchmarks/dop_format/classical_tests/easom_2.dop	0.0	5e-324	30.648675441741943
benchmarks/dop_format/classical_tests/eggholder_2.dop	-1049.1316235044953	-1049.131623504492	0.8835129737854004
benchmarks/dop_format/classical_tests/forrester_1.dop	-15.82973194597412	-15.829731945974107	0.4244096279144287
benchmarks/dop_format/classical_tests/goldstein_price_2.dop	-1015690.2778719915	-1015690.2717980585	37.70373773574829
benchmarks/dop_format/classical_tests/gramacy_lee_1.dop	-5.062500000000008	-5.062499999999996	0.754082441329956
benchmarks/dop_format/classical_tests/griewank_shifted_01.dop	-91.05863649524802	-91.05863649524451	37.5730357170105
benchmarks/dop_format/classical_tests/griewank_shifted_02.dop	-180.36492326820817	-180.3649232682079	0.26447343826293945
benchmarks/dop_format/classical_tests/griewank_shifted_03.dop	-270.9611704638835	-270.9611704638831	3.404813051223755
benchmarks/dop_format/classical_tests/griewank_shifted_04.dop	-361.30623080962124	-361.3062308096208	0.8353030681610107
benchmarks/dop_format/classical_tests/griewank_shifted_05.dop	-451.64833252971493	-451.6483325297144	8.450427770614624
benchmarks/dop_format/classical_tests/griewank_shifted_06.dop	-541.9788320102784	-541.9788320102776	30.518670320510864
benchmarks/dop_format/classical_tests/griewank_shifted_07.dop	-632.3105052156993	-632.3105052156984	30.949101448059082
benchmarks/dop_format/classical_tests/griewank_shifted_08.dop	-722.6416992654317	-722.6416992654306	30.475658655166626
benchmarks/dop_format/classical_tests/griewank_shifted_09.dop	-812.9721690586287	-812.9721690586273	30.979125499725342
benchmarks/dop_format/classical_tests/griewank_shifted_10.dop	-903.3030350469616	-903.30303504696	32.580878019332886
benchmarks/dop_format/classical_tests/hartmann_3.dop	3.7727185141626524e-05	3.772718514162705e-05	8.852189540863037
benchmarks/dop_format/classical_tests/hartmann_6.dop	2.8124505439686207e-08	2.8124505439686835e-08	14.79546594619751
benchmarks/dop_format/classical_tests/holder_table_2.dop	0.0	2.0804268068342956e-21	33.86617398262024
benchmarks/dop_format/classical_tests/mccormick_2.dop	-1.9133193929415255	-1.9132229549789508	30.71507215499878
benchmarks/dop_format/classical_tests/michalewicz_02.dop	-1.110630540596178e-72	-1.1106305403965121e-72	30.91550374031067
benchmarks/dop_format/classical_tests/michalewicz_03.dop	-3.694239845889578e-69	-3.694239845116155e-69	30.514495134353638
benchmarks/dop_format/classical_tests/michalewicz_04.dop	-8.970298043299222e-28	-1.1682729042533981e-66	30.654101133346558
benchmarks/dop_format/classical_tests/michalewicz_05.dop	-8.486839164610106e-05	-1.0217924901221287e-64	30.46033763885498
benchmarks/dop_format/classical_tests/michalewicz_06.dop	-0.0004001859355428829	-3.97469195385201e-63	30.736040353775024
benchmarks/dop_format/classical_tests/michalewicz_07.dop	-0.0005092003709842562	-8.848854274605661e-62	30.468038320541382
benchmarks/dop_format/classical_tests/michalewicz_08.dop	-0.000609246781024296	-1.309629957546857e-60	30.76444363594055
benchmarks/dop_format/classical_tests/michalewicz_09.dop	-0.0008003736246534937	-1.4186651555442699e-59	31.13438391685486
